SeqName,CAS1_C0,CAS2_C0,CAS3_C0,CAS1_T0,CAS2_T0,CAS3_T0
TRINITY_DN10172_c1_g1,60.22,86.58,48.64,28.37,59.07,64.07
TRINITY_DN10172_c2_g1,0,0,0,0,0,0
TRINITY_DN101733_c0_g1,0,0,0,11.69,5.75,0
TRINITY_DN101734_c0_g1,0,0,0,0,0,0
TRINITY_DN101750_c0_g1,0,0,0,0,0,0
TRINITY_DN101756_c0_g1,0,0,0,0,0,0
TRINITY_DN101758_c0_g2,8.85,15.38,0.75,3.86,8.52,7.61
TRINITY_DN101760_c0_g1,0,0,0,0,0,0
TRINITY_DN101761_c0_g1,0,0,0,0,0,0
TRINITY_DN101765_c0_g2,0,0,0,0,0,0
TRINITY_DN101769_c1_g1,0,0,0,0,0,0
TRINITY_DN10176_c0_g1,7.9,0,0,17.03,0,10.65
TRINITY_DN101777_c2_g1,0,0,0,0,0,0
TRINITY_DN101778_c0_g1,0,0,0,0,0,0
TRINITY_DN10177_c0_g1,0,0,0,0,0,0
TRINITY_DN101782_c0_g1,0,0,0,0,0,0
TRINITY_DN101784_c0_g1,0,0,0,0,0,0
TRINITY_DN101786_c0_g1,0,0,0,0,0,0
TRINITY_DN10178_c0_g1,11.99,0,0,0,0,5.64
TRINITY_DN10178_c0_g3,62.79,47.63,4.76,4.99,17.26,4.92
TRINITY_DN101790_c0_g1,4.85,18.97,8.51,16.02,8.68,15.3
TRINITY_DN101792_c0_g1,11.42,0,0,0,0,0
TRINITY_DN1017_c0_g3,162.41,69.7,57.82,128.61,39.38,176.73
TRINITY_DN1017_c2_g1,77.26,13.58,29.62,28.55,14.1,11.72
TRINITY_DN101808_c0_g1,0,0,0,0,0,0
TRINITY_DN101813_c0_g1,0,0,0,0,0,0
TRINITY_DN101816_c0_g1,0,0,0,0,0,0
TRINITY_DN10182_c0_g2,3.33,0.8,0,0,0.77,0
TRINITY_DN10182_c2_g1,326.81,295.48,139.59,72.52,206.73,216.28
TRINITY_DN101841_c0_g1,0,0,0,0,0,0
TRINITY_DN101841_c0_g2,0,0,0,0,0,0
TRINITY_DN101842_c0_g1,0,0,0,0,0,0
TRINITY_DN101846_c0_g1,0,0,0,0,0,0
TRINITY_DN10184_c0_g1,0,0,0,0,0,0
TRINITY_DN101857_c0_g1,0,0,0,0,0,0
TRINITY_DN10185_c0_g1,22.36,0,1.08,0,0,0
TRINITY_DN101863_c0_g1,0,0,0,6.88,0,0
TRINITY_DN10186_c0_g1,16.74,27.16,19.11,20.83,19.41,31.77
TRINITY_DN101877_c0_g1,0,0,0,0,0,0
TRINITY_DN10187_c0_g1,185.62,80.79,129.24,86.11,50.99,119.91
TRINITY_DN101887_c0_g1,0,0,0,0,0,0
TRINITY_DN10188_c0_g1,64.41,36.25,30.45,30.09,11.17,33.47
TRINITY_DN1018_c0_g1,53.76,56.12,37.8,23.09,38.38,40.72
TRINITY_DN1018_c0_g2,58.7,86.08,57.07,33.29,55.64,80.8
TRINITY_DN1018_c0_g3,5.8,8.49,3.25,2.26,7.74,6.62
TRINITY_DN1018_c1_g1,973.78,734.76,580.13,1030.52,674.61,807.86
TRINITY_DN10190_c0_g1,13.13,1.7,0,16.44,3.82,12.62
TRINITY_DN101911_c0_g1,0,0,0,0,0,0.98
TRINITY_DN10191_c0_g1,367.25,210.3,134.67,142.97,183.67,234.18
TRINITY_DN101924_c0_g1,0,0,0,0,0,0
TRINITY_DN101928_c0_g1,0,0,0,0,0,0
TRINITY_DN101929_c0_g1,0,0,0,0,0,0
TRINITY_DN10192_c0_g1,1372.33,492.3,1216.83,444.22,206.62,845.44
TRINITY_DN101932_c0_g2,0,0,0,0,0,0
TRINITY_DN101933_c0_g1,0,0,0,7,0,0
TRINITY_DN101937_c1_g1,1.33,3.4,0,0,3.54,0.63
TRINITY_DN101938_c0_g1,0,0,0,0,0,2.6
TRINITY_DN101942_c0_g1,0,0,0,0,0,0
TRINITY_DN101943_c0_g1,0,0,0,14.66,0,0
TRINITY_DN101944_c0_g1,0,0,0,0,0,0
TRINITY_DN101949_c0_g1,0,0,0,0,0,0
TRINITY_DN10194_c0_g1,0,1.6,0,0,1.88,1.25
TRINITY_DN10194_c0_g2,0,2.1,0,0,0,0
TRINITY_DN101965_c0_g1,0,10.78,0,3.74,0,7.43
TRINITY_DN101968_c0_g1,0,0,0,9.97,0,0
TRINITY_DN101971_c0_g1,0,0,0,0,0,0
TRINITY_DN101974_c0_g1,0,0,0,0,0,0
TRINITY_DN101978_c2_g1,0,0,0,0,0,0
TRINITY_DN10197_c0_g1,329.19,250.35,391.81,315.44,147.44,441.51
TRINITY_DN101986_c0_g1,0,0,0,0,0,0
TRINITY_DN101989_c0_g1,0,0,0,0,0,0
TRINITY_DN10198_c0_g1,0.48,0,0,0.89,0.44,4.38
TRINITY_DN10198_c5_g1,0,0,0,0,0,0
TRINITY_DN101990_c0_g1,0,0,0,0,0,0
TRINITY_DN101994_c0_g1,0,0,0,0,0,0
TRINITY_DN10199_c0_g1,390.27,160.37,130.08,226.95,103.86,215.03
TRINITY_DN10199_c1_g1,156.7,111.34,5.92,93.3,43.52,4.65
TRINITY_DN1019_c0_g1,32117.63,42816.54,32167.63,15345.86,18251.45,48721.91
TRINITY_DN1019_c1_g1,0,0,0,5.1,0,0
TRINITY_DN1019_c4_g1,2525.45,1881.54,1360.34,1258.48,1170.24,1820.99
TRINITY_DN101_c0_g1,462.01,123.92,71.17,147.18,116.47,148.9
TRINITY_DN101_c0_g2,601.01,436.28,296.7,246.06,352.57,519.27
TRINITY_DN102003_c0_g1,0,0,0,0,0,0
TRINITY_DN102012_c0_g1,0,0,0,0,0,0
TRINITY_DN102016_c0_g1,0,0,0,0,0,0
TRINITY_DN102017_c0_g1,0,0,0,0,0,0
TRINITY_DN10201_c0_g1,0,0,0,0,0,0
TRINITY_DN102020_c0_g1,0,0,0,17.92,0,0
TRINITY_DN10202_c0_g1,22.93,41.44,66.58,60.89,12.06,70.78
TRINITY_DN102031_c0_g1,0,0,0,0,0,0
TRINITY_DN102034_c0_g1,0,8.79,0,6.94,9.13,4.56
TRINITY_DN102040_c0_g1,0,0,0,0,0,0
TRINITY_DN102045_c0_g1,0,7.49,1.25,0,1.33,0
TRINITY_DN102047_c0_g1,0,0,0,0,0,0
TRINITY_DN10204_c0_g1,371.34,123.43,145.68,88.49,77.48,171.36
TRINITY_DN102052_c0_g1,0,0,0,0,0,0
TRINITY_DN102056_c0_g1,0,0,0,0,0,4.56
TRINITY_DN102060_c0_g1,4.76,4.29,4.26,0,0,0
TRINITY_DN102067_c0_g1,5.8,0,0,0,0,0
TRINITY_DN102069_c0_g1,0,0,0,0,0,0
TRINITY_DN102069_c0_g2,0,0,0,0,0,0
TRINITY_DN102069_c0_g3,0,0,0,0,0,0
TRINITY_DN10206_c0_g1,712.61,347.41,223.36,172.82,222.21,352.03
TRINITY_DN102070_c0_g1,0,0,0,0,0,0
TRINITY_DN102076_c0_g1,0,0,0,0,0,0
TRINITY_DN102076_c0_g2,0,0,0,0,0,0
TRINITY_DN10207_c0_g1,0,0,0,0,0,0
TRINITY_DN102081_c0_g1,0,0,0,0,0,0
TRINITY_DN102088_c1_g1,0,0,0,0,0,0
TRINITY_DN102090_c0_g1,0,0,0,0,0,0
TRINITY_DN102097_c0_g1,0,0,0,0,0,0
TRINITY_DN10209_c0_g1,2.09,0.4,0.42,0,0,0
TRINITY_DN1020_c0_g1,224.25,204.71,189.82,197.75,87.93,206.98
TRINITY_DN10210_c0_g1,80.87,395.04,44.89,160.42,132.12,102.19
TRINITY_DN102118_c0_g2,1.05,1.9,0,0,0,0
TRINITY_DN10211_c0_g1,79.25,136.61,49.14,35.19,57.24,86.71
TRINITY_DN10211_c1_g1,0,24.17,6.76,9.91,19.52,7.52
TRINITY_DN102121_c0_g1,0,0,0,0,0,0
TRINITY_DN102125_c0_g1,0,0,0,0,0,0
TRINITY_DN102125_c0_g2,0,0,0,0,0,0
TRINITY_DN10212_c0_g1,890.43,1078.57,1259.55,662.74,1058.2,1181.27
TRINITY_DN102138_c0_g1,0,0,0,0,0,0
TRINITY_DN10213_c0_g1,26.35,53.12,13.77,11.45,35.34,12.71
TRINITY_DN10213_c0_g3,33.78,36.05,9.43,26.71,13.88,27.74
TRINITY_DN10214_c0_g1,82.58,48.13,30.12,46.53,27.98,39.1
TRINITY_DN102151_c0_g1,0,0,0,0,0,0
TRINITY_DN102157_c0_g1,0,0,0,0,0,0
TRINITY_DN102158_c0_g1,0,0,0,0,0,0
TRINITY_DN102159_c0_g1,0,0,0,0,0,0
TRINITY_DN10215_c0_g1,201.32,103.95,121.07,95.55,63.27,121.61
TRINITY_DN102167_c0_g1,0,5.69,0,0,0,1.43
TRINITY_DN10216_c0_g1,464.29,444.47,401.99,250.27,220.61,552.47
TRINITY_DN10218_c0_g1,359.07,283.1,521.89,192.29,128.47,467.91
TRINITY_DN10219_c0_g1,0,0,1.5,1.13,0,0
TRINITY_DN1021_c0_g1,8.18,14.88,0,0,0,23
TRINITY_DN1021_c1_g1,28.83,31.56,10.68,32.23,22.62,29.26
TRINITY_DN1021_c2_g1,13.89,22.57,28.62,27.54,6.86,23.36
TRINITY_DN1021_c2_g2,0,0,0,0,0,0
TRINITY_DN1021_c3_g1,3.04,0,0,0,0,0
TRINITY_DN10220_c0_g1,788.06,1011.97,627.19,541.02,492.71,839.18
TRINITY_DN10221_c0_g1,1.52,3.4,0.67,4.33,3.54,1.43
TRINITY_DN102221_c0_g1,0,0,0,0,0,0
TRINITY_DN102224_c0_g1,0,0,0,0,0,0
TRINITY_DN102225_c0_g1,0,0,0,0,0,0
TRINITY_DN102229_c0_g1,0,0,0,0,0,0
TRINITY_DN102229_c0_g2,0,0,0,0,2.1,0
TRINITY_DN10222_c0_g1,1.05,0,2,0,0,0.54
TRINITY_DN10222_c1_g1,0,0,0,0,0,0
TRINITY_DN10223_c0_g1,233.67,122.13,104.63,119.94,70.51,104.61
TRINITY_DN10223_c0_g2,4.66,0,6.93,1.78,1.77,7.96
TRINITY_DN10224_c0_g1,527.85,319.65,242.13,399,335.2,406.79
TRINITY_DN102258_c0_g1,0,0,0,0,0,0
TRINITY_DN10225_c1_g1,8.66,16.78,0,21.25,2.32,0
TRINITY_DN102260_c0_g1,0,0,0,0,0,0
TRINITY_DN102263_c0_g1,0,0,0,0,0,0
TRINITY_DN102277_c0_g1,0,0,0,0,0,0
TRINITY_DN10227_c1_g1,155.56,55.32,50.4,65.28,36.56,83.13
TRINITY_DN102282_c0_g1,0,0,0,0,0,0
TRINITY_DN102282_c1_g1,0,0,0,0,0,0
TRINITY_DN102284_c0_g1,0,0,0,0,0,0
TRINITY_DN10228_c1_g2,17.41,0,0,5.52,0,0
TRINITY_DN102294_c0_g1,0,0,0,7.12,0,0
TRINITY_DN102298_c0_g1,0,0,0,0,0,0
TRINITY_DN10229_c0_g1,0,0,2.09,2.2,0,0.72
TRINITY_DN1022_c1_g1,6.56,1.4,0.5,3.15,1.44,1.52
TRINITY_DN102303_c0_g1,0,0,0,0,0,0.72
TRINITY_DN102303_c1_g1,0,0,0,0,0,0
TRINITY_DN102315_c0_g1,2.66,0,0,0,0,3.76
TRINITY_DN10231_c0_g1,1.81,3.3,0,3.5,0,0
TRINITY_DN102329_c0_g1,0,0,0,2.14,0,0
TRINITY_DN10232_c0_g1,17.89,20.47,1.25,7,10.67,3.13
TRINITY_DN10233_c0_g1,52.14,36.55,32.54,33.65,27.43,38.48
TRINITY_DN10234_c0_g3,19.12,69.4,25.28,71.28,26.49,89.22
TRINITY_DN10234_c1_g1,1264.63,470.33,357.27,563.69,313.47,470.06
TRINITY_DN102351_c0_g1,0,0,0,0,0,0
TRINITY_DN102359_c0_g1,0,0,0,0,0,0
TRINITY_DN10235_c0_g1,62.98,76.29,59.41,96.08,61.06,34.72
TRINITY_DN10236_c0_g1,0,0,0,0,0,0
TRINITY_DN10236_c0_g2,0,0,0,0,0,0
TRINITY_DN10236_c0_g3,0,0,0,0,0,0
TRINITY_DN102370_c0_g1,0,0,0,0,0,0
TRINITY_DN102375_c0_g1,0,6.49,0,0,2.27,0
TRINITY_DN102377_c0_g1,0,0,0,0,0,0
TRINITY_DN102382_c0_g1,0,0,0,16.56,0,0
TRINITY_DN102383_c0_g1,0,0,0,0,0,0
TRINITY_DN102385_c0_g1,0,0,0,0,0,0
TRINITY_DN102389_c0_g1,0,0,0,0,5.14,0
TRINITY_DN10238_c0_g1,32.73,23.17,4.26,13.47,41.42,37.76
TRINITY_DN10238_c0_g2,0,0,0,0,0,6.26
TRINITY_DN102398_c0_g1,0,0,0,0,0,0
TRINITY_DN10239_c0_g1,0,1.4,0,0,0.39,0.36
TRINITY_DN1023_c1_g1,93.05,142.6,81.18,63.03,73.06,134.94
TRINITY_DN1023_c2_g1,114.17,94.77,44.39,34.9,85.78,103.8
TRINITY_DN1023_c3_g1,98.28,30.16,21.19,31.69,37.39,30.96
TRINITY_DN1023_c7_g1,0,0,0,0,0,0
TRINITY_DN102400_c0_g1,0,0,0,0,0,0
TRINITY_DN102402_c0_g1,0,23.67,0,0,18.97,0
TRINITY_DN102403_c1_g1,0,0,0,0,0,0
TRINITY_DN102406_c0_g1,0,0,0,0,0,0
TRINITY_DN102413_c0_g1,0,0,0,0,0,0
TRINITY_DN102421_c0_g1,0,0,0,0,0,0
TRINITY_DN10242_c0_g1,0.57,0.5,0,0,0,0
TRINITY_DN10243_c0_g1,0.67,0,0,0,0,0
TRINITY_DN102445_c0_g1,0,0,0,0,0,0
TRINITY_DN10244_c0_g1,0,0,0,0,0,0
TRINITY_DN102462_c0_g1,0,0,0,0,0,0
TRINITY_DN102468_c0_g1,0,0,0,0,0,0
TRINITY_DN102471_c0_g1,0,0,0,0,0,0
TRINITY_DN102474_c0_g1,0,0,0,0,0,0
TRINITY_DN102479_c0_g2,0,3.79,0,0,0,0
TRINITY_DN102488_c0_g1,0,0,0,0,0,0
TRINITY_DN10248_c0_g1,58.7,20.17,0,9.26,10.9,0
TRINITY_DN10248_c1_g2,192.57,15.58,5.42,84.51,9.51,11.27
TRINITY_DN1024_c0_g1,84.49,79.69,26.03,41.07,33.51,33.74
TRINITY_DN1024_c1_g1,1.05,1.9,0,0.95,1,0.54
TRINITY_DN1024_c3_g1,2.38,3.5,5.34,0,0,0.72
TRINITY_DN102501_c0_g1,0,0,0,0,0,0
TRINITY_DN102506_c0_g1,0,0,5.26,0,0,21.92
TRINITY_DN10250_c0_g1,104.47,61.61,35.13,51.04,32.69,66.22
TRINITY_DN102512_c0_g3,0,0,0,22.55,0,0
TRINITY_DN102512_c0_g4,0,0,0,11.63,0,0
TRINITY_DN102518_c0_g1,0,0,0,0,0,0
TRINITY_DN10251_c0_g1,0,0,0,0,1.83,0.45
TRINITY_DN102526_c0_g1,0,0,0,0,3.71,3.76
TRINITY_DN102526_c0_g2,8.09,12.88,0,5.82,1.94,0
TRINITY_DN10252_c0_g1,138.34,218.49,88.36,71.63,122.78,105.86
TRINITY_DN102546_c0_g1,0,0,0,0,0,0
TRINITY_DN102553_c0_g1,0,0,0,0,0,0
TRINITY_DN102563_c0_g1,0,0,0,0,0,0
TRINITY_DN102574_c0_g1,0,0,0,0,0,0
TRINITY_DN102579_c0_g1,0,0,0,0,0,0
TRINITY_DN102586_c0_g1,0,0,0,0,0,0
TRINITY_DN10258_c0_g1,761.9,242.86,295.95,320.36,194.45,451.98
TRINITY_DN102597_c0_g1,0,0,0,0,0,0
TRINITY_DN10259_c0_g1,256.79,45296.03,834.69,2118.62,6548.95,48.05
TRINITY_DN1025_c0_g1,270.2,108.15,83.27,86.59,84.34,106.31
TRINITY_DN10260_c0_g1,125.97,0,15.27,57.03,0,59.6
TRINITY_DN102617_c0_g1,0,0,0,0,0,0
TRINITY_DN102617_c0_g2,0,0.8,0,0,0.28,0
TRINITY_DN102619_c0_g1,0,2.2,0,0,1.16,1.16
TRINITY_DN102624_c0_g1,0,0,0,0,0,0
TRINITY_DN102626_c0_g1,0,0,0,0,0,0
TRINITY_DN102635_c0_g2,8.18,0,0,0,0,7.7
TRINITY_DN102637_c0_g1,0,0,0,0,0,0
TRINITY_DN102638_c0_g1,0,0,0,0,0,0
TRINITY_DN10263_c0_g1,0,0.9,0,0,6.91,4.92
TRINITY_DN102642_c0_g1,0,0,0,0,0,0
TRINITY_DN102649_c0_g1,0,0,0,0,0,0
TRINITY_DN10264_c0_g1,1060.26,584.47,1029.18,291.34,332.21,830.85
TRINITY_DN10265_c0_g1,0,0.9,0,0,1.83,0
TRINITY_DN102660_c0_g1,0,0,0,0,0,0
TRINITY_DN102663_c0_g1,0,0,0,0,0,0
TRINITY_DN10266_c0_g1,0.95,0.8,11.51,0,0.83,7.16
TRINITY_DN10266_c0_g2,207.22,55.32,47.89,163.33,46.79,140.76
TRINITY_DN102675_c0_g1,0,0,0,0,0,0
TRINITY_DN10267_c0_g1,0,0,0,0,0,0
TRINITY_DN10268_c0_g1,26.26,22951.94,464.24,636.33,1238.05,14.76
TRINITY_DN10268_c0_g2,103.7,9267.79,197.99,743.22,3102.09,8.95
TRINITY_DN10269_c0_g2,614.81,797.77,598.98,465.17,559.35,774.84
TRINITY_DN1026_c0_g1,0,0,0,0,1,0
TRINITY_DN1026_c1_g1,41.2,45.44,30.62,71.28,26.6,15.12
TRINITY_DN10270_c0_g1,0,8.49,0,0,0,0
TRINITY_DN10270_c1_g1,0,0,0,0,0,0
TRINITY_DN102713_c0_g1,0,0,0,0,0,0
TRINITY_DN102715_c0_g1,0,2.5,0,0,0,0
TRINITY_DN102715_c1_g1,0,0,0,0,0,0
TRINITY_DN102715_c2_g1,0,0,0,0,0,0
TRINITY_DN102715_c2_g2,0,0,0,0,0,0
TRINITY_DN102715_c3_g1,0,0,0,0,0,0
TRINITY_DN102715_c3_g2,0,0,0,0,0,0
TRINITY_DN102715_c4_g1,0,0,0,97.03,0,0
TRINITY_DN102719_c0_g1,0,0,0,0,0,0
TRINITY_DN102724_c0_g1,0,0,0,0,0,0
TRINITY_DN10272_c0_g1,0,0,0,0,0,0
TRINITY_DN102730_c0_g1,0,0,0,0,0,0
TRINITY_DN10273_c0_g1,0,0,0,0,0,0
TRINITY_DN102747_c0_g1,0,0,0,0,0,0
TRINITY_DN102752_c0_g1,0,0,0,0,0,0
TRINITY_DN102756_c0_g1,0,0,0,0,0,0
TRINITY_DN102765_c0_g1,0,0,0,0,0,0
TRINITY_DN10276_c0_g2,0,0,0,0,0,0
TRINITY_DN10276_c1_g1,59.94,39.84,30.79,16.02,12.89,34.81
TRINITY_DN102773_c0_g1,0,0,0,0,0,0
TRINITY_DN10278_c0_g1,13.13,14.98,13.35,0,11.84,20.58
TRINITY_DN102794_c0_g1,0,0,0,0,0,0
TRINITY_DN10279_c1_g1,19.69,15.38,11.18,4.57,10.51,9.4
TRINITY_DN1027_c1_g1,270.39,166.46,192.15,104.1,106.46,327.15
TRINITY_DN102800_c0_g1,0,0,0,0,0,0
TRINITY_DN102805_c0_g1,0,0,0,0,0,0
TRINITY_DN102806_c0_g1,0,0,0,0,0,0
TRINITY_DN102807_c0_g1,0,0,0,0,0,0
TRINITY_DN102813_c0_g1,0,21.77,0,0,27.87,0
TRINITY_DN102817_c0_g1,0,0,7.76,0,0,0
TRINITY_DN10281_c0_g1,1.52,0,0,1.78,0,0
TRINITY_DN10281_c0_g2,0,0,0,2.02,0,0
TRINITY_DN10281_c3_g1,0,0,0,0,0,0
TRINITY_DN102821_c0_g1,0,0,0,0,0,0
TRINITY_DN102824_c0_g1,0,0,0,0,0,0
TRINITY_DN102833_c0_g1,0,12.78,0,0,0,13.24
TRINITY_DN102834_c0_g1,0,0,0,0,0,0
TRINITY_DN10283_c0_g1,144.14,163.07,164.95,113.59,103.36,163.67
TRINITY_DN102850_c0_g1,0,0,0,0,0,0
TRINITY_DN102852_c0_g1,0,0,0,0,0,0
TRINITY_DN10285_c0_g1,6.47,2.9,0,0,6.08,0
TRINITY_DN10286_c0_g1,5.8,0,0,8.78,1.71,5.82
TRINITY_DN102872_c0_g1,0,0,0,0,0,0
TRINITY_DN102878_c0_g1,2.09,3.79,0,0,0,9.75
TRINITY_DN102879_c0_g1,0,0,0,0,0,0
TRINITY_DN102880_c0_g2,0,0,0,8.96,0,0
TRINITY_DN102884_c0_g1,0,0,0,0,0,0
TRINITY_DN102884_c1_g1,0,0,0,0,0,0
TRINITY_DN102889_c0_g1,0,0,0,0,0,0
TRINITY_DN102897_c0_g1,0,0,0,0,0,0
TRINITY_DN102898_c0_g1,0,0,0,0,0,0
TRINITY_DN10289_c0_g1,12.84,17.77,8.09,3.86,10.73,13.24
TRINITY_DN1028_c0_g1,0,85.18,0,0,95.51,0
TRINITY_DN102901_c0_g1,0,0,0,0,0,0
TRINITY_DN102903_c0_g1,0,0,0,0,0,0
TRINITY_DN102914_c0_g1,0,0,0,0,0,0
TRINITY_DN102915_c0_g1,0,0,0,0,0,0
TRINITY_DN10291_c0_g1,1633.02,285.2,344.67,550.51,190.69,332.43
TRINITY_DN10291_c2_g1,34.06,26.96,18.86,12.7,23.06,30.16
TRINITY_DN102922_c0_g1,0,0,0,0,0,0
TRINITY_DN102925_c0_g1,0,0,0,0,0,0
TRINITY_DN10292_c0_g1,0.48,0.2,0,0,0,0
TRINITY_DN102941_c0_g1,0,0,0,0,0,0
TRINITY_DN102944_c0_g1,0,0,0,0,0,0
TRINITY_DN10294_c0_g2,28.35,3.69,47.73,11.51,0,60.76
TRINITY_DN102951_c0_g1,0,0,0,0,0,0
TRINITY_DN10295_c0_g1,0,0,0,0,0,0.89
TRINITY_DN102963_c0_g1,0,0,3.84,12.23,0,12.08
TRINITY_DN102966_c1_g1,0,0,0,0,0,0
TRINITY_DN10297_c0_g1,37.39,81.48,69,45.88,27.54,71.32
TRINITY_DN102984_c0_g1,0,0,0,0,0,0
TRINITY_DN102997_c0_g1,0,2.2,1.08,10.5,13.11,14.85
TRINITY_DN10299_c0_g1,0,0,0,0,0,0
TRINITY_DN10299_c0_g3,12.08,82.98,3.67,2.55,40.21,11.45
TRINITY_DN103008_c0_g1,0.67,1.8,0,0,0,0
TRINITY_DN10300_c0_g1,210.93,289.49,209.09,161.72,234.66,258.61
TRINITY_DN10302_c0_g1,0,1.3,0,0,0,0.63
TRINITY_DN103035_c0_g1,0,0,0,0,0,0
TRINITY_DN103037_c0_g1,0,0,0,0,0,0
TRINITY_DN103046_c0_g1,0,0,0,0,0,0
TRINITY_DN10304_c0_g1,0,0,0,0,0,0
TRINITY_DN103056_c0_g2,0,0,0,0,0,0
TRINITY_DN10306_c0_g1,29.87,51.63,1.33,0,44.58,29.62
TRINITY_DN103070_c0_g1,0,0,0,0,0,0
TRINITY_DN103082_c0_g1,0,0,0,0,0,0
TRINITY_DN103085_c0_g1,0,2.9,0,0,0,0
TRINITY_DN103092_c0_g1,0,0,0,0,0,0
TRINITY_DN103096_c0_g1,0,0,0,0,0,0
TRINITY_DN10309_c1_g1,3.81,4.59,5.84,8.55,1.22,2.42
TRINITY_DN1030_c0_g1,522.42,449.86,334.08,249.38,292.78,302.01
TRINITY_DN103101_c0_g1,0,0,0,5.76,0,5.73
TRINITY_DN103114_c0_g1,0,0,0,0,0,0
TRINITY_DN103115_c0_g1,4.38,2,0,0,0,0
TRINITY_DN103119_c1_g1,0,4.29,0,11.57,1.11,1.16
TRINITY_DN103129_c0_g1,51.09,52.63,3.67,11.93,52.04,23.89
TRINITY_DN10312_c1_g1,6.56,12.18,4.59,4.81,5.53,7.79
TRINITY_DN103135_c0_g1,0,0,0,0,0,0
TRINITY_DN10313_c0_g1,104.94,166.76,90.94,72.52,104.58,105.32
TRINITY_DN103148_c0_g1,0,4.49,0,0,0,0
TRINITY_DN103150_c0_g1,6.09,13.08,6.01,1.01,4.59,14.23
TRINITY_DN103168_c0_g1,0,9.39,0,0,0,0
TRINITY_DN10316_c0_g1,0,0,0,3.15,0,0
TRINITY_DN103171_c0_g1,0,12.28,0,0,0,12.62
TRINITY_DN10317_c0_g1,525.47,983.31,539.08,809.63,540.66,782.89
TRINITY_DN103188_c0_g2,0,0,0,0,0,0
TRINITY_DN103194_c0_g1,0,0,0,0,0,0
TRINITY_DN1031_c0_g1,425.86,319.75,257.57,286.89,202.97,426.93
TRINITY_DN103218_c0_g1,0,0,0,0,0,0
TRINITY_DN103218_c0_g2,0,0,0,0,0,0
TRINITY_DN10321_c0_g1,2,3.59,1.92,0,0,0.72
TRINITY_DN10321_c1_g1,2.38,0,0,0,0,0
TRINITY_DN10321_c3_g1,0,0,0,0,0,0.54
TRINITY_DN10321_c4_g1,0,0,0,0,0,0
TRINITY_DN103226_c0_g1,32.63,64.31,29.37,113,55.86,40.89
TRINITY_DN10322_c0_g1,2902.3,2676.61,2779.49,1898.37,1539.62,2696.77
TRINITY_DN103239_c0_g1,0,0,0,0,0,0
TRINITY_DN10323_c0_g1,74.02,121.23,61.41,70.45,93.24,114.54
TRINITY_DN10324_c0_g1,0,4.39,0,0,3.04,1.52
TRINITY_DN103250_c1_g1,0,0,0,7.12,0,0
TRINITY_DN103252_c0_g1,0,0,0,0,0,0
TRINITY_DN10326_c0_g1,4.38,10.39,0,0,7.47,10.83
TRINITY_DN103270_c0_g1,0,0,0,0,0,0
TRINITY_DN10327_c0_g1,38.44,26.06,30.45,4.57,6.91,33.65
TRINITY_DN10327_c0_g2,0,0,0,0,0,0
TRINITY_DN10327_c1_g1,11.7,22.77,5.42,5.58,1.38,5.55
TRINITY_DN103280_c0_g2,0,8.09,0,0,16.43,0
TRINITY_DN103284_c0_g1,0,0,0,0,0,0
TRINITY_DN103284_c0_g2,0,0,0,0,0,0
TRINITY_DN103285_c0_g1,1.33,0,0,0,0,0
TRINITY_DN10328_c2_g1,89.15,27.76,15.02,76.14,22.12,17.72
TRINITY_DN10329_c0_g2,0,0,0,0,0,0
TRINITY_DN1032_c0_g4,0,6.79,2.25,2.55,2.32,6.98
TRINITY_DN1032_c1_g1,72.12,78.99,37.21,49.08,48.28,33.11
TRINITY_DN10330_c0_g1,0,0,0,0,0,0
TRINITY_DN103318_c0_g1,0,0,0,0,0,0
TRINITY_DN103318_c0_g2,0,0,0,0,0,0
TRINITY_DN10331_c0_g1,11.99,9.29,12.01,5.99,8.52,17.09
TRINITY_DN10332_c0_g1,0,0,1.5,0,0,0
TRINITY_DN103335_c0_g1,0,0,0,0,0,0
TRINITY_DN103346_c0_g1,0,0,0,0,0,0
TRINITY_DN103358_c0_g1,0,0,0,0,0,0
TRINITY_DN103363_c0_g1,0,0,0,0,0,0
TRINITY_DN10336_c0_g2,0,0,0,0,0,1.52
TRINITY_DN103372_c0_g1,0,0,0,0,0,0
TRINITY_DN103374_c0_g1,0,0,0,0,0,0
TRINITY_DN103386_c0_g1,0,0.8,0,0,0,0
TRINITY_DN103386_c0_g2,0,0,0,0,0,0
TRINITY_DN10338_c0_g1,0,0,0,0,0,0
TRINITY_DN1033_c0_g1,11.89,15.88,4.59,6.59,6.53,10.02
TRINITY_DN1033_c1_g1,212.74,42.44,19.27,40,38.38,28.1
TRINITY_DN1033_c2_g1,61.84,52.33,26.7,15.02,55.69,59.51
TRINITY_DN103402_c0_g1,2556.27,2344.88,4670.31,940.14,1051.56,4294.76
TRINITY_DN10341_c0_g1,0.57,0.5,0.5,2.73,0.55,0.54
TRINITY_DN103423_c0_g1,0,0,0,1.96,0,7.61
TRINITY_DN103424_c0_g1,0,0,0,0,0,0
TRINITY_DN103426_c0_g1,0,0,0,0,0,0
TRINITY_DN103426_c0_g2,0,0,0,0,0,0
TRINITY_DN103429_c0_g1,0,0,0,0,0,0
TRINITY_DN10342_c0_g1,0,0,0,0,0,0
