,CAS1_C0,CAS2_C0,CAS3_C0,LOP1_C0,LOP2_C0,LOP5_C0
CORRUBR2A006015,264,140,66,96,168,175
CORRUBR2A006018,315,164,123,113,159,134
CORRUBR2A006019,20,17,5,16,31,28
CORRUBR2A006021,431,277,507,176,153,162
CORRUBR2A006022,256,182,505,115,105,93
CORRUBR2A006025,138,83,53,59,97,117
CORRUBR2A006029,2,0,0,0,3,0
CORRUBR2A006030,3,0,6,2,0,3
CORRUBR2A006032,96,157,102,61,72,145
CORRUBR2A006033,322,283,121,155,177,216
CORRUBR2A006034,747,533,343,422,287,524
CORRUBR2A006035,307,141,111,107,115,114
CORRUBR2A006036,480,155,62,178,201,189
CORRUBR2A006039,135,207,72,165,104,78
CORRUBR2A006040,2966,1229,689,942,943,941
CORRUBR2A006041,5596,3269,3571,1692,2586,3349
CORRUBR2A006043,1441,779,1467,480,560,397
CORRUBR2A006048,1017,539,227,530,770,820
CORRUBR2A006051,1039,444,516,335,324,269
CORRUBR2A006052,2023,2228,3114,929,976,925
CORRUBR2A006054,2,19,1,7,5,13
CORRUBR2A006061,29,15,11,10,15,28
CORRUBR2A006063,5941,5390,5036,3890,3529,3930
CORRUBR2A006065,7,13,3,2,3,7
CORRUBR2A006067,195,480,179,388,429,272
CORRUBR2A006068,559,256,211,282,359,295
CORRUBR2A006069,287,73,85,68,197,114
CORRUBR2A006075,1586,2026,1457,721,1251,1791
CORRUBR2A006076,364,171,274,102,258,143
CORRUBR2A006079,330,777,373,908,210,491
CORRUBR2A006084,46,140,64,29,58,60
CORRUBR2A006088,298,247,105,212,211,260
CORRUBR2A006090,97,86,58,60,59,64
CORRUBR2A006092,4,0,0,6,4,2
CORRUBR2A006094,43,70,23,22,56,25
CORRUBR2A006096,197,152,153,153,264,227
CORRUBR2A006097,138,155,153,89,106,106
CORRUBR2A006098,85,24,75,16,27,7
CORRUBR2A006102,18,8,7,126,34,105
CORRUBR2A006103,33,13,8,7,34,26
CORRUBR2A006106,545,485,442,362,400,394
CORRUBR2A006107,577,699,668,576,703,675
CORRUBR2A006109,369,655,593,405,229,256
CORRUBR2A006110,421,154,78,192,149,145
CORRUBR2A006117,847,215,423,466,460,540
CORRUBR2A006120,846,689,777,720,600,750
CORRUBR2A006121,1023,381,197,123,303,305
CORRUBR2A006122,180,261,70,92,254,163
CORRUBR2A006124,85,72,46,26,89,18
CORRUBR2A006129,714,322,230,205,361,363
CORRUBR2A006131,450,357,264,312,348,380
CORRUBR2A006133,281,171,198,207,197,223
CORRUBR2A006134,999,749,440,672,738,748
CORRUBR2A006136,1717,1547,1082,1210,1415,1146
CORRUBR2A006137,92,90,53,71,133,50
CORRUBR2A006138,1453,1631,385,757,777,757
CORRUBR2A006146,132,202,157,224,173,185
CORRUBR2A006148,510,115,94,91,112,137
CORRUBR2A006150,133,81,102,101,60,90
CORRUBR2A006155,4764,3671,2862,3726,4745,2298
CORRUBR2A006157,54,39,18,14,26,40
CORRUBR2A006158,122,129,130,49,93,144
CORRUBR2A006159,205,180,167,50,164,122
CORRUBR2A006162,352,282,213,61,123,160
CORRUBR2A006163,691,476,294,297,409,186
CORRUBR2A006164,317,90,68,52,79,75
CORRUBR2A006167,26,29,18,6,34,30
CORRUBR2A006168,14739,18108,18231,8848,9898,10098
CORRUBR2A006170,109,88,102,70,52,41
CORRUBR2A006173,2387,2568,3083,1778,2203,2413
CORRUBR2A006176,1438,547,339,405,446,386
CORRUBR2A006177,190,4,242,141,302,327
CORRUBR2A006178,36,50,57,31,15,46
CORRUBR2A006182,233,186,243,186,194,179
CORRUBR2A006186,1447,848,657,692,547,579
CORRUBR2A006187,14,2,5,2,15,0
CORRUBR2A006189,90,20,28,2,231,75
CORRUBR2A006194,530,335,604,259,244,192
CORRUBR2A006195,414,276,202,279,269,211
CORRUBR2A006196,16,43,15,22,19,23
CORRUBR2A006197,28,17,7,17,29,23
CORRUBR2A006198,797,408,439,412,441,440
CORRUBR2A006200,1289,826,1112,571,673,629
CORRUBR2A006201,0,2,2,1,0,6
CORRUBR2A006203,4664,451,6239,955,63,352
CORRUBR2A006204,248,137,40,73,85,57
CORRUBR2A006206,99,80,67,88,129,79
CORRUBR2A006209,0,11,0,0,0,3
CORRUBR2A006210,229,98,86,80,146,114
CORRUBR2A006215,2827,2444,2815,1667,1951,1936
CORRUBR2A006218,527,547,400,499,502,712
CORRUBR2A006219,135,287,81,74,144,100
CORRUBR2A006221,1473,1219,1154,484,552,582
CORRUBR2A006223,3,4,6,3,8,0
CORRUBR2A006224,145,68,117,0,64,114
CORRUBR2A006225,522,72,31,181,97,108
CORRUBR2A006227,498,224,108,290,204,229
CORRUBR2A006229,4636,7016,2795,1654,2981,2698
CORRUBR2A006232,21,33,11,64,52,33
CORRUBR2A006233,2548,1831,1787,864,1195,1503
CORRUBR2A006235,88,72,44,19,51,52
CORRUBR2A006236,127,81,57,84,69,87
CORRUBR2A006237,5,16,12,16,4,14
CORRUBR2A006241,165,145,83,141,164,89
CORRUBR2A006242,120,142,48,116,197,215
CORRUBR2A006243,407,481,98,134,262,133
CORRUBR2A006245,198,0,103,175,132,129
CORRUBR2A006248,517,134,46,205,189,173
CORRUBR2A006249,16,19,20,28,21,18
CORRUBR2A006252,249,124,127,146,108,89
CORRUBR2A006254,376,252,220,185,207,198
CORRUBR2A006255,15,23,4,1,3,8
CORRUBR2A006259,693,353,387,180,324,373
CORRUBR2A006261,2133,1501,1336,1617,1338,2230
CORRUBR2A006262,47,15,25,35,18,45
CORRUBR2A006263,372,382,734,242,260,296
CORRUBR2A006264,1091,403,146,603,432,363
CORRUBR2A006266,1122,3313,3114,1591,828,633
CORRUBR2A006268,6172,7540,8098,4445,4725,4350
CORRUBR2A006270,120,52,19,36,34,44
CORRUBR2A006272,274,301,327,120,221,166
CORRUBR2A006273,36,112,95,52,60,93
CORRUBR2A006274,95,342,70,27,330,57
CORRUBR2A006275,16,217,12,21,10,20
CORRUBR2A006276,132,97,63,38,67,39
CORRUBR2A006280,205,7,199,69,88,6
CORRUBR2A006281,134,108,65,143,221,193
CORRUBR2A006289,55,46,16,30,35,17
CORRUBR2A006290,42,27,15,23,45,44
CORRUBR2A006293,134,33,35,59,45,48
CORRUBR2A006296,44,96,68,47,61,56
CORRUBR2A006300,109,77,41,84,109,72
CORRUBR2A006302,631,607,610,287,435,468
CORRUBR2A006307,45,49,39,96,42,65
CORRUBR2A006308,24,31,4,22,37,16
CORRUBR2A006309,0,0,46,0,0,0
CORRUBR2A006311,1701,1451,1795,2457,2028,2775
CORRUBR2A006312,48,0,39,81,1,40
CORRUBR2A006316,85,33,40,42,37,21
CORRUBR2A006317,4389,7852,8560,5505,9950,12603
CORRUBR2A006323,64,44,14,47,52,30
CORRUBR2A006324,316,167,139,255,137,288
CORRUBR2A006325,494,433,232,378,368,318
CORRUBR2A006327,2232,2909,1406,866,407,405
CORRUBR2A006331,107,45,56,50,61,54
CORRUBR2A006332,0,1,0,0,2,1
CORRUBR2A006333,11056,11628,8011,1402,1005,565
CORRUBR2A006336,3,5,9,87,15,14
CORRUBR2A006337,18,13,25,18,20,19
CORRUBR2A006339,141,79,88,137,206,167
CORRUBR2A006342,1054,653,478,561,745,659
CORRUBR2A006344,11712,6,0,1275,651,0
CORRUBR2A006347,1385,822,426,546,594,812
CORRUBR2A006349,279,637,222,267,306,468
CORRUBR2A006352,1029,420,284,355,408,368
CORRUBR2A006356,297,331,262,220,279,332
CORRUBR2A006357,218,142,222,81,97,102
CORRUBR2A006358,318,510,406,140,403,364
CORRUBR2A006359,1051,894,1090,434,178,417
CORRUBR2A006362,2,8,3,1,9,9
CORRUBR2A006364,1513,1398,1681,660,734,735
CORRUBR2A006365,1405,1555,1182,786,902,1422
CORRUBR2A006368,877,502,328,279,359,379
CORRUBR2A006369,25,44,18,14,39,27
CORRUBR2A006370,134,100,68,51,53,36
CORRUBR2A006374,5,14,18,3,8,17
CORRUBR2A006377,32,18,20,36,18,24
CORRUBR2A006381,626,460,440,333,308,753
CORRUBR2A006382,21,29,31,10,26,40
CORRUBR2A006385,509,346,157,237,254,188
CORRUBR2A006386,165,54,108,110,62,127
CORRUBR2A006388,15,0,0,0,4,0
CORRUBR2A006390,206,91,42,60,86,84
CORRUBR2A006391,1317,1088,962,807,814,817
CORRUBR2A006396,441,292,162,217,188,200
CORRUBR2A006398,442,214,151,285,260,218
CORRUBR2A006399,9,7,11,6,20,18
CORRUBR2A006401,756,771,566,574,378,386
CORRUBR2A006402,127,143,67,78,46,45
CORRUBR2A006406,241,218,294,197,144,142
CORRUBR2A006409,42,7,5,17,22,42
CORRUBR2A006411,127,131,60,20,40,41
CORRUBR2A006415,33,23,4,19,21,34
CORRUBR2A006416,180,162,119,217,161,180
CORRUBR2A006418,13,13,20,13,8,4
CORRUBR2A006419,1,12,9,1,14,7
CORRUBR2A006420,10,29,9,10,16,8
CORRUBR2A006421,689,454,304,290,262,224
CORRUBR2A006423,25,26,28,2,10,12
CORRUBR2A006425,565,392,227,351,333,385
CORRUBR2A006428,280,33,36,11,9,37
CORRUBR2A006429,33,25,16,13,29,43
CORRUBR2A006430,13,74,24,69,90,18
CORRUBR2A006432,278,344,180,224,248,170
CORRUBR2A006435,966,587,482,755,857,1245
CORRUBR2A006437,496,146,134,162,144,132
CORRUBR2A006438,302,194,139,66,70,75
CORRUBR2A006439,133,111,61,70,71,57
CORRUBR2A006442,1864,441,416,522,635,566
CORRUBR2A006443,1258,1234,1025,582,898,1155
CORRUBR2A006444,9,20,2,5,7,11
CORRUBR2A006446,2,4,4,12,0,12
CORRUBR2A006447,219,100,75,124,130,146
CORRUBR2A006448,400,427,309,196,435,291
CORRUBR2A006450,4,33,0,18,6,2
CORRUBR2A006453,31,19,10,10,24,22
CORRUBR2A006456,1248,766,690,490,464,666
CORRUBR2A006458,23,12,10,26,31,14
CORRUBR2A006461,241,151,94,137,97,192
CORRUBR2A006464,1054,181,105,215,211,181
CORRUBR2A006468,11,0,6,14,3,3
CORRUBR2A006470,8,28,11,21,16,29
CORRUBR2A006472,109,149,111,40,34,60
CORRUBR2A006475,41,63,18,21,17,24
CORRUBR2A006477,543,439,274,667,958,1544
CORRUBR2A006478,59,57,36,8,58,15
CORRUBR2A006479,187,398,96,117,216,288
CORRUBR2A006483,157,216,133,248,197,142
CORRUBR2A006484,75,25,40,115,60,43
CORRUBR2A006485,21,64,39,35,66,31
CORRUBR2A006486,16,8,18,9,10,3
CORRUBR2A006487,3,7,0,10,3,0
CORRUBR2A006488,348,243,229,190,199,213
CORRUBR2A006491,567,444,326,198,235,182
CORRUBR2A006492,368,196,164,213,224,350
CORRUBR2A006493,34,22,19,1,44,22
CORRUBR2A006497,180,134,58,84,74,140
CORRUBR2A006504,93,88,50,79,92,57
CORRUBR2A006508,123,219,105,431,345,273
CORRUBR2A006509,185,128,53,68,119,32
CORRUBR2A006510,329,594,554,263,370,262
CORRUBR2A006513,1636,859,465,908,868,620
CORRUBR2A006514,4855,6132,5827,3742,4426,3895
CORRUBR2A006515,111,116,103,78,107,68
CORRUBR2A006517,3,4,2,3,1,8
CORRUBR2A006519,196,66,69,54,38,81
CORRUBR2A006522,73,68,99,56,43,46
CORRUBR2A006525,157,187,162,143,249,216
CORRUBR2A006532,279,72,66,33,33,28
CORRUBR2A006536,16,6,5,0,7,9
CORRUBR2A006538,1178,637,387,438,453,431
CORRUBR2A006540,403,244,70,206,310,261
CORRUBR2A006541,60,148,58,86,54,42
CORRUBR2A006543,3,6,9,0,1,0
CORRUBR2A006544,57,19,9,2,15,18
CORRUBR2A006546,1724,2807,1941,1584,1830,2311
CORRUBR2A006548,91,55,32,41,45,63
CORRUBR2A006550,157,619,225,245,277,293
CORRUBR2A006551,287,136,92,95,135,71
CORRUBR2A006552,13,20,37,9,42,23
CORRUBR2A006557,254,317,249,167,152,182
CORRUBR2A006558,33,55,16,28,50,36
CORRUBR2A006559,5165,4003,3085,3173,2892,3531
CORRUBR2A006561,575,138,115,99,161,132
CORRUBR2A006562,512,384,468,363,339,624
CORRUBR2A006565,43,26,10,8,7,8
CORRUBR2A006567,132,58,59,36,60,42
CORRUBR2A006570,258,166,156,178,234,252
CORRUBR2A006573,68,52,74,26,40,20
CORRUBR2A006575,955,953,639,550,457,528
CORRUBR2A006579,1536,1565,1127,698,716,1030
CORRUBR2A006580,205,147,98,136,132,107
CORRUBR2A006582,16,23,14,97,32,20
CORRUBR2A006584,941,843,1816,797,597,783
CORRUBR2A006588,334,157,186,486,171,76
CORRUBR2A006589,10,30,3,16,21,50
CORRUBR2A006591,162,340,161,131,154,66
CORRUBR2A006593,278,149,329,341,281,258
CORRUBR2A006595,8,26,5,16,8,39
CORRUBR2A006597,90,59,26,41,39,16
CORRUBR2A006598,99,159,64,105,131,101
CORRUBR2A006599,524,298,180,110,146,116
CORRUBR2A006602,0,3,13,1,9,7
CORRUBR2A006604,692,185,351,290,427,247
CORRUBR2A006606,13,26,3,17,3,8
CORRUBR2A006609,1154,756,553,495,729,856
CORRUBR2A006610,124,100,71,70,62,49
CORRUBR2A006611,30,18,9,45,28,21
CORRUBR2A006613,487,563,366,207,235,254
CORRUBR2A006615,1405,1132,1795,777,855,771
CORRUBR2A006617,109,6,4,1,9,19
CORRUBR2A006618,3,46,21,15,2,3
CORRUBR2A006619,312,509,343,268,330,309
CORRUBR2A006623,460,277,155,232,358,282
CORRUBR2A006624,2098,1346,1085,398,357,344
CORRUBR2A006625,91,112,52,57,72,36
CORRUBR2A006629,764,957,326,637,601,495
CORRUBR2A006631,172,65,293,116,59,37
CORRUBR2A006633,289,258,146,184,159,165
CORRUBR2A006634,68,36,5,23,76,36
CORRUBR2A006635,75,38,53,23,55,62
CORRUBR2A006636,147,109,71,49,288,91
CORRUBR2A006639,26,15,24,79,77,16
CORRUBR2A006640,208,71,54,84,172,137
CORRUBR2A006644,91,68,77,57,87,110
CORRUBR2A006646,2,116,25,1,75,126
CORRUBR2A006649,13,4,10,4,2,2
CORRUBR2A006650,9,10,20,7,10,11
CORRUBR2A006653,59,29,39,26,59,74
CORRUBR2A006656,1317,253,323,74,2006,845
CORRUBR2A006657,399,179,123,111,256,259
CORRUBR2A006661,606,201,122,222,265,146
CORRUBR2A006664,252,244,121,149,170,139
CORRUBR2A006665,1,0,0,0,31,0
CORRUBR2A006669,238,310,253,170,167,161
CORRUBR2A006671,109,101,73,44,59,40
CORRUBR2A006672,4,16,3,3,6,8
CORRUBR2A006674,4,9,0,11,1,0
CORRUBR2A006675,1084,1695,2180,2959,840,530
CORRUBR2A006676,120,51,49,34,50,25
CORRUBR2A006677,55,40,43,18,30,15
CORRUBR2A006678,1894,1936,1524,689,1199,1910
CORRUBR2A006680,1046,758,999,673,485,402
CORRUBR2A006681,77,73,76,43,84,99
CORRUBR2A006684,941,319,417,368,290,507
CORRUBR2A006686,498,492,766,259,272,166
CORRUBR2A006687,31,26,38,11,32,10
CORRUBR2A006689,566,344,318,369,337,301
CORRUBR2A006692,569,585,520,244,487,463
CORRUBR2A006694,0,2,1,12,4,0
CORRUBR2A006696,4,7,2,1,10,13
CORRUBR2A006700,382,216,149,263,179,179
CORRUBR2A006707,283,276,61,36,224,500
CORRUBR2A006708,5,6,5,0,4,0
CORRUBR2A006710,1,9,31,8,6,4
CORRUBR2A006711,1,10,5,1,2,4
CORRUBR2A006713,1731,1514,2442,950,1220,1127
CORRUBR2A006717,942,623,460,595,741,727
CORRUBR2A006720,315,126,52,113,79,139
CORRUBR2A006722,40,22,9,14,28,14
CORRUBR2A006724,221,60,28,76,66,62
CORRUBR2A006728,123,130,87,67,57,28
CORRUBR2A006730,54,99,39,32,51,51
CORRUBR2A006736,384,493,623,295,382,411
CORRUBR2A006738,473,152,105,157,179,209
CORRUBR2A006740,0,12,37,11,0,2
CORRUBR2A006742,201,278,163,235,277,292
CORRUBR2A006744,102,120,71,95,100,170
CORRUBR2A006746,13,14,27,64,20,10
CORRUBR2A006747,286,115,88,148,100,100
CORRUBR2A006748,19,11,0,2,3,10
CORRUBR2A006753,623,190,150,164,166,151
CORRUBR2A006754,10,21,21,3,5,6
CORRUBR2A006755,40,30,20,16,38,31
CORRUBR2A006756,32,31,49,9,13,9
CORRUBR2A006758,431,445,126,143,171,285
CORRUBR2A006761,290,157,86,88,115,87
CORRUBR2A006762,140,257,108,62,77,69
CORRUBR2A006765,0,0,12,0,7,8
CORRUBR2A006766,729,223,263,230,173,190
CORRUBR2A006770,1,0,0,0,0,14
CORRUBR2A006772,136,196,137,104,138,151
CORRUBR2A006773,214,118,62,54,130,52
CORRUBR2A006774,194,60,26,30,48,69
CORRUBR2A006775,1483,797,896,726,835,683
CORRUBR2A006776,54,81,95,58,127,151
CORRUBR2A006778,2,6,1,6,2,10
CORRUBR2A006779,42,232,301,42,69,372
CORRUBR2A006781,456,235,568,486,351,429
CORRUBR2A006782,251,152,172,168,82,128
CORRUBR2A006786,3,4,10,2,4,50
CORRUBR2A006789,25,9,8,15,25,6
CORRUBR2A006791,78,60,30,78,129,104
CORRUBR2A006792,183,106,99,108,196,215
CORRUBR2A006794,19,15,15,11,17,5
CORRUBR2A006796,405,349,536,156,443,467
CORRUBR2A006797,811,643,461,445,519,585
CORRUBR2A006799,12,46,159,60,1,168
CORRUBR2A006801,1181,593,498,403,444,615
CORRUBR2A006802,220,184,204,467,553,335
CORRUBR2A006805,5344,343,79,973,836,479
CORRUBR2A006807,204,227,171,208,248,179
CORRUBR2A006809,921,1490,1808,920,1014,981
CORRUBR2A006810,0,2,0,9,1,1
CORRUBR2A006811,1075,560,349,1042,706,650
CORRUBR2A006812,5394,12493,10134,1869,1022,1442
CORRUBR2A006823,41,46,60,71,75,48
CORRUBR2A006824,462,780,235,315,309,290
CORRUBR2A006827,172,109,48,87,109,69
CORRUBR2A006828,52500,69103,50162,33181,33760,36427
CORRUBR2A006829,81,101,391,61,261,71
CORRUBR2A006835,49,163,187,47,361,142
CORRUBR2A006838,55,105,27,17,45,56
CORRUBR2A006839,118,262,141,54,122,265
CORRUBR2A006841,8867,3149,1496,2801,3253,2291
CORRUBR2A006843,697,382,379,270,333,397
CORRUBR2A006845,494,540,594,444,506,472
CORRUBR2A006848,101,64,48,76,60,40
CORRUBR2A006849,0,123,49,87,71,0
CORRUBR2A006851,90,57,28,46,39,46
CORRUBR2A006852,1974,2466,1783,833,1561,1248
CORRUBR2A006853,33,43,21,18,34,59
CORRUBR2A006855,5701,5697,4972,2480,3800,3082
CORRUBR2A006860,18,6,0,4,0,0
CORRUBR2A006864,4,1,2,6,13,0
CORRUBR2A006870,203,146,149,233,206,258
CORRUBR2A006871,17,72,22,19,0,53
CORRUBR2A006878,152,116,62,85,94,148
CORRUBR2A006881,44,140,114,82,103,43
CORRUBR2A006882,199,126,56,101,135,149
CORRUBR2A006887,181,112,66,92,74,110
CORRUBR2A006888,543,238,218,237,324,416
CORRUBR2A006891,3,0,0,0,27,15
CORRUBR2A006892,172,72,64,81,158,85
CORRUBR2A006894,139,75,109,57,33,38
CORRUBR2A006895,286,82,38,149,278,132
CORRUBR2A006896,5,5,9,1,0,6
CORRUBR2A006899,533,243,245,228,275,219
CORRUBR2A006903,0,2,0,0,0,0
CORRUBR2A006905,67,148,62,68,131,139
CORRUBR2A006907,53,36,38,59,64,26
CORRUBR2A006909,37,59,12,13,2,12
CORRUBR2A006913,73,106,58,94,0,82
CORRUBR2A006915,255,378,424,228,212,192
CORRUBR2A006917,4,1,8,4,4,12
CORRUBR2A006919,40,34,53,28,25,37
CORRUBR2A006920,364,269,309,508,385,156
CORRUBR2A006921,787,958,625,677,598,556
CORRUBR2A006922,0,58,69,50,9,10
CORRUBR2A006923,200,278,135,155,240,113
CORRUBR2A006926,4,5,9,3,0,0
CORRUBR2A006927,526,478,300,499,331,275
CORRUBR2A006928,589,759,976,521,433,196
CORRUBR2A006934,27,13,10,7,6,13
CORRUBR2A006936,1075,1380,745,573,1112,1059
CORRUBR2A006937,510,573,517,437,523,538
CORRUBR2A006938,1420,828,773,358,1107,900
CORRUBR2A006939,36,15,35,40,20,21
CORRUBR2A006944,8653,8696,6333,4738,3820,4801
CORRUBR2A006945,5,4,6,9,7,8
CORRUBR2A006946,335,208,223,119,147,135
CORRUBR2A006947,249,93,78,110,77,135
CORRUBR2A006949,265,103,97,235,154,184
CORRUBR2A006953,1026,701,627,319,557,500
CORRUBR2A006956,238,83,116,118,94,137
CORRUBR2A006957,164,239,81,154,179,195
CORRUBR2A006963,44,1,14,0,1,8
CORRUBR2A006964,656,232,75,114,133,129
CORRUBR2A006968,320,0,1,103,21,5
CORRUBR2A006970,355,344,366,521,479,190
CORRUBR2A006976,344,502,484,246,301,347
CORRUBR2A006977,5,11,5,4,0,4
CORRUBR2A006982,1,10,4,2,0,0
CORRUBR2A006983,249,34,127,103,73,115
CORRUBR2A006984,310,92,63,66,107,86
CORRUBR2A006985,58,157,77,15,18,79
CORRUBR2A006986,54,49,240,21,15,14
CORRUBR2A006991,733,306,79,182,234,200
CORRUBR2A006993,36,45,8,22,38,38
CORRUBR2A006994,213,156,73,85,85,74
CORRUBR2A006997,184,0,0,22,5,0
CORRUBR2A006999,20,21,10,13,35,18
CORRUBR2A007000,33,21,10,28,49,51
CORRUBR2A007004,5,0,0,0,0,3
CORRUBR2A007008,3416,3352,2803,2971,2992,3382
CORRUBR2A007011,984,900,736,879,1108,1221
CORRUBR2A007012,883,735,528,406,400,359
CORRUBR2A007016,580,276,272,307,239,264
CORRUBR2A007017,116,238,134,140,121,73
CORRUBR2A007021,188,108,83,108,101,95
CORRUBR2A007022,1352,1335,970,216,640,646
CORRUBR2A007025,2338,1361,1437,1293,1591,1090
CORRUBR2A007027,1353,1917,641,1506,1388,1558
CORRUBR2A007030,67,101,71,47,68,100
CORRUBR2A007031,97,95,84,75,70,68
CORRUBR2A007034,286,300,114,301,362,386
CORRUBR2A007037,82,72,34,17,28,19
CORRUBR2A007041,45660,62323,42723,29690,27004,30176
CORRUBR2A007042,8,9,0,9,22,22
CORRUBR2A007043,84,54,25,48,55,31
CORRUBR2A007046,21,20,2,19,14,23
CORRUBR2A007047,5,9,2,20,9,7
CORRUBR2A007048,1581,1370,653,839,788,765
CORRUBR2A007050,495,336,241,433,403,310
CORRUBR2A007051,79,94,47,77,55,32
CORRUBR2A007052,18,18,17,48,16,29
CORRUBR2A007054,35,21,7,2,14,14
CORRUBR2A007059,1703,1481,710,1367,1468,1398
CORRUBR2A007060,241,342,260,199,259,180
CORRUBR2A007062,22,25,22,21,18,14
CORRUBR2A007064,3,0,2,3,9,5
CORRUBR2A007065,25,35,99,0,29,19
CORRUBR2A007066,6086,5956,5760,4941,4549,4673
CORRUBR2A007069,46360,13830,91508,4513,8080,6356
CORRUBR2A007071,5,29,7,5,6,10
CORRUBR2A007072,13,28,10,14,25,43
CORRUBR2A007075,10,11,12,5,3,5
CORRUBR2A007076,158,229,230,74,168,183
CORRUBR2A007077,1126,682,582,357,559,551
CORRUBR2A007080,1057,1017,875,581,673,599
CORRUBR2A007081,702,234,288,231,202,95
CORRUBR2A007087,169,158,136,72,164,123
CORRUBR2A007088,145,357,222,50,93,144
CORRUBR2A007089,46,46,16,11,22,17
CORRUBR2A007091,12182,17728,14964,8343,8048,8352
CORRUBR2A007093,152,91,472,47,212,93
CORRUBR2A007095,407,207,168,179,179,213
CORRUBR2A007096,84,164,63,60,61,98
CORRUBR2A007098,416,793,810,507,955,775
CORRUBR2A007100,8,6,1,0,4,9
CORRUBR2A007102,347,99,188,112,178,80
CORRUBR2A007104,199,119,67,162,135,172
CORRUBR2A007105,95,283,90,90,159,149
CORRUBR2A007107,24,11,2,3,6,17
CORRUBR2A007109,532,438,223,346,414,391
CORRUBR2A007110,275,161,110,235,273,310
CORRUBR2A007114,13,8,22,14,13,15
CORRUBR2A007115,363,377,298,326,310,321
CORRUBR2A007116,2118,2919,1949,2188,812,1010
CORRUBR2A007119,327,487,457,228,406,629
CORRUBR2A007122,10,16,8,20,4,0
CORRUBR2A007129,745,1306,657,428,745,675
CORRUBR2A007130,0,4,3,0,0,0
CORRUBR2A007131,99,42,43,48,67,101
CORRUBR2A007134,525,0,9,5,63,0
CORRUBR2A007136,258,176,55,104,34,19
CORRUBR2A007138,31,92,91,20,52,17
CORRUBR2A007140,747,1159,756,796,547,965
CORRUBR2A007141,10,7,5,0,6,1
CORRUBR2A007143,277,239,41,161,146,229
CORRUBR2A007145,59,40,28,18,43,11
CORRUBR2A007146,752,342,466,287,365,381
CORRUBR2A007148,6,10,6,55,8,27
CORRUBR2A007150,526,197,96,183,178,186
CORRUBR2A007152,284,254,233,256,203,267
CORRUBR2A007155,5,12,4,3,0,15
CORRUBR2A007157,486,591,465,500,428,580
CORRUBR2A007158,13,11,6,4,26,18
CORRUBR2A007161,347,570,270,605,688,558
CORRUBR2A007162,127,135,106,78,140,174
CORRUBR2A007165,2352,1818,1515,1243,1289,1228
CORRUBR2A007166,0,3,7,14,4,17
CORRUBR2A007169,271,190,115,84,48,109
CORRUBR2A007170,27,19,7,7,21,10
CORRUBR2A007172,446,707,541,322,136,154
CORRUBR2A007176,20,8,7,1,7,1
CORRUBR2A007177,19,44,69,0,0,0
CORRUBR2A007179,400,210,214,174,243,179
CORRUBR2A007181,21,15,20,5,16,4
CORRUBR2A007187,360,451,269,255,188,172
CORRUBR2A007191,51,21,8,24,44,42
CORRUBR2A007192,306,247,231,217,232,160
CORRUBR2A007197,207,106,52,199,28,22
CORRUBR2A007199,26,20,38,18,33,18
CORRUBR2A007201,1,8,2,7,8,8
CORRUBR2A007202,21,47,11,48,24,24
CORRUBR2A007203,219,263,229,204,154,147
CORRUBR2A007205,87,144,91,106,71,50
CORRUBR2A007208,266,18,5,43,38,3
CORRUBR2A007209,1331,1094,737,783,582,724
CORRUBR2A007210,83,14,4,20,12,9
CORRUBR2A007214,2271,1654,1550,1231,1040,1396
CORRUBR2A007215,8,15,2,9,2,22
CORRUBR2A007217,857,1057,652,766,727,729
CORRUBR2A007225,751,1043,619,275,816,1235
CORRUBR2A007227,13,18,12,5,13,19
CORRUBR2A007229,7,2,11,33,22,40
CORRUBR2A007230,5,5,3,7,11,4
CORRUBR2A007232,62,114,35,92,77,46
CORRUBR2A007234,58,78,18,0,29,0
CORRUBR2A007235,11,50,23,9,8,3
CORRUBR2A007240,1387,1187,2146,732,732,604
CORRUBR2A007242,105,93,68,45,72,56
CORRUBR2A007245,482,270,476,293,325,266
CORRUBR2A007247,20,17,9,10,2,21
CORRUBR2A007248,39,33,11,23,34,27
CORRUBR2A007250,555,298,271,104,111,214
CORRUBR2A007252,27,29,8,48,29,17
CORRUBR2A007256,238,243,303,139,272,185
CORRUBR2A007261,105,111,31,61,115,62
CORRUBR2A007264,476,367,241,368,303,235
CORRUBR2A007266,817,668,223,459,501,574
CORRUBR2A007267,154,58,94,50,97,61
CORRUBR2A007268,102,57,36,20,57,45
CORRUBR2A007270,685,566,416,611,538,595
CORRUBR2A007271,4,7,7,0,6,8
CORRUBR2A007272,142,157,109,107,148,120
CORRUBR2A007277,507,355,259,340,328,373
CORRUBR2A007279,0,9,15,4,23,0
CORRUBR2A007281,38,30,24,3,5,2
CORRUBR2A007283,1237,529,476,807,469,563
CORRUBR2A007286,640,746,807,262,370,328
CORRUBR2A007288,25,26,10,22,44,22
CORRUBR2A007290,4,7,1,12,6,19
CORRUBR2A007291,137,45,229,333,111,453
CORRUBR2A007292,275,280,100,85,310,237
CORRUBR2A007293,22,72,38,68,41,56
CORRUBR2A007294,113,50,11,21,42,36
CORRUBR2A007297,196,209,145,100,245,169
CORRUBR2A007298,526,241,390,276,246,170
CORRUBR2A007300,685,145,124,131,150,122
CORRUBR2A007302,598,652,458,328,418,536
